rm_id,product_id,purchase_order_id,purchase_order_item_no,receival_item_no,batch_id,date_arrival,receival_status,net_weight,supplier_id
1903,91900143.0,245355,130,1,,2011-10-10 13:24:00 +02:00,Completed,8500.0,66523
1903,91900143.0,245355,130,2,,2011-10-10 13:24:00 +02:00,Completed,5100.0,66523
1904,91900330.0,245355,150,3,,2011-10-10 13:24:00 +02:00,Completed,1700.0,66523
1901,91900302.0,245355,140,4,,2011-10-10 13:24:00 +02:00,Completed,7500.0,66523
1903,91900143.0,245815,230,1,,2011-10-10 14:02:00 +02:00,Completed,16880.0,20023
1982,91900871.0,245815,190,2,,2011-10-10 14:02:00 +02:00,Completed,1000.0,20023
1903,91900143.0,244973,40,1,,2011-10-10 14:43:00 +02:00,Completed,23958.0,64384
1903,91900143.0,245023,110,1,,2011-10-10 14:52:00 +02:00,Completed,19032.0,52036
1903,91900143.0,242725,300,1,,2011-10-10 14:57:00 +02:00,Completed,11090.0,50363
1903,91900143.0,242725,300,2,,2011-10-10 14:57:00 +02:00,Completed,12928.0,50363
1909,91900152.0,245549,40,1,,2011-10-10 15:00:00 +02:00,Completed,24620.0,10001
1903,91900143.0,245815,230,1,,2011-10-10 15:01:00 +02:00,Completed,19720.0,20023
1902,91900146.0,245815,200,2,,2011-10-10 15:01:00 +02:00,Completed,5000.0,20023
1903,91900143.0,245810,110,1,,2011-10-11 08:58:00 +02:00,Completed,26780.0,63948
1902,91900146.0,242723,520,1,,2011-10-11 10:06:00 +02:00,Completed,22000.0,62861
1903,91900143.0,245838,110,1,,2011-10-11 10:12:00 +02:00,Completed,23820.0,66196
1903,91900143.0,244413,60,1,,2011-10-11 10:24:00 +02:00,Completed,20760.0,68334
1903,91900143.0,245817,160,1,,2011-10-11 11:15:00 +02:00,Completed,10360.0,20816
1903,91900143.0,245946,80,1,,2011-10-11 11:24:00 +02:00,Completed,15478.0,68155
1909,91900152.0,245549,40,1,,2011-10-11 11:39:00 +02:00,Completed,24420.0,10001
1903,91900143.0,245868,230,1,,2011-10-11 11:45:00 +02:00,Completed,13300.0,52064
1901,91900302.0,245868,240,2,,2011-10-11 11:45:00 +02:00,Completed,800.0,52064
1904,91900330.0,245868,210,3,,2011-10-11 11:45:00 +02:00,Completed,2500.0,52064
1902,91900146.0,245868,200,4,,2011-10-11 11:45:00 +02:00,Completed,1000.0,52064
1905,91900160.0,245868,220,5,,2011-10-11 11:45:00 +02:00,Completed,1100.0,52064
1904,91900330.0,244967,90,1,,2011-10-11 13:36:00 +02:00,Completed,8710.0,65287
1901,91900302.0,244967,100,2,,2011-10-11 13:36:00 +02:00,Completed,15670.0,65287
1903,91900143.0,245899,80,1,,2011-10-11 14:03:00 +02:00,Completed,21520.0,50390
1909,91900152.0,245549,40,1,,2011-10-11 14:08:00 +02:00,Completed,25000.0,10001
1901,91900302.0,244976,180,1,,2011-10-11 14:12:00 +02:00,Completed,4800.0,55251
1903,91900143.0,242725,300,1,,2011-10-11 14:18:00 +02:00,Completed,3980.0,50363
1903,91900143.0,242725,300,2,,2011-10-11 14:18:00 +02:00,Completed,13648.0,50363
1901,91900302.0,242725,310,3,,2011-10-11 14:18:00 +02:00,Completed,5900.0,50363
1903,91900143.0,245815,230,1,,2011-10-11 14:28:00 +02:00,Completed,6540.0,20023
1903,91900143.0,245355,130,1,,2011-10-11 14:34:00 +02:00,Completed,7258.0,66523
1903,91900143.0,245355,130,2,,2011-10-11 14:34:00 +02:00,Completed,5600.0,66523
1901,91900302.0,245355,140,3,,2011-10-11 14:34:00 +02:00,Completed,1400.0,66523
1902,91900146.0,245355,160,4,,2011-10-11 14:34:00 +02:00,Completed,2500.0,66523
1982,91900871.0,243196,170,5,,2011-10-11 14:34:00 +02:00,Completed,1300.0,66523
1909,91900152.0,245549,40,1,,2011-10-11 16:04:00 +02:00,Completed,24640.0,10001
1909,91900152.0,245549,40,1,,2011-10-11 16:07:00 +02:00,Completed,24680.0,10001
1909,91900152.0,245549,40,1,,2011-10-11 16:15:00 +02:00,Completed,24560.0,10001
1903,91900143.0,245023,110,1,,2011-10-11 16:25:00 +02:00,Completed,9200.0,52036
1901,91900302.0,245815,240,1,,2011-10-11 16:44:00 +02:00,Completed,22380.0,20023
1903,91900143.0,245023,110,1,,2011-10-13 08:47:00 +02:00,Completed,17172.0,52036
1903,91900143.0,245814,120,1,,2011-10-13 08:58:00 +02:00,Completed,10500.0,63178
1904,91900330.0,245814,90,2,,2011-10-13 08:58:00 +02:00,Completed,800.0,63178
1903,91900143.0,245809,70,1,,2011-10-13 09:03:00 +02:00,Completed,14960.0,50420
1906,91900170.0,246725,20,1,,2011-10-13 10:51:00 +02:00,Completed,24000.0,52433
1903,91900143.0,245817,160,1,,2011-10-13 11:04:00 +02:00,Completed,15052.0,20816
1901,91900302.0,245817,150,2,,2011-10-13 11:04:00 +02:00,Completed,3000.0,20816
1903,91900143.0,244976,190,1,,2011-10-13 11:31:00 +02:00,Completed,13160.0,55251
1903,91900143.0,245814,120,1,,2011-10-13 11:34:00 +02:00,Completed,12360.0,63178
1903,91900143.0,242723,510,1,,2011-10-13 12:42:00 +02:00,Completed,11320.0,62861
1903,91900143.0,242723,510,2,,2011-10-13 12:42:00 +02:00,Completed,5120.0,62861
1903,91900143.0,243024,110,1,,2011-10-13 12:46:00 +02:00,Completed,23920.0,58000
1907,91900296.0,243910,100,1,,2011-10-13 13:08:00 +02:00,Completed,520.0,56229
1907,91900296.0,243910,140,2,,2011-10-13 13:08:00 +02:00,Completed,10740.0,56229
1903,91900143.0,245870,140,1,,2011-10-13 13:15:00 +02:00,Completed,3690.0,50468
1902,91900146.0,245870,160,4,,2011-10-13 13:15:00 +02:00,Completed,2300.0,50468
1902,91900146.0,245870,160,5,,2011-10-13 13:15:00 +02:00,Completed,3438.0,50468
1903,91900143.0,245870,140,6,,2011-10-13 13:15:00 +02:00,Completed,7900.0,50468
1903,91900143.0,245815,230,1,,2011-10-13 14:18:00 +02:00,Completed,6740.0,20023
1903,91900143.0,245021,40,1,,2011-10-13 14:22:00 +02:00,Completed,21860.0,56343
1903,91900143.0,242918,120,1,,2011-10-13 16:03:00 +02:00,Completed,13008.0,55570
1903,91900143.0,242918,120,2,,2011-10-13 16:03:00 +02:00,Completed,10000.0,55570
1903,91900143.0,245815,230,1,,2011-10-13 16:09:00 +02:00,Completed,18080.0,20023
1902,91900146.0,245815,200,2,,2011-10-13 16:09:00 +02:00,Completed,1600.0,20023
1905,91900160.0,245815,220,3,,2011-10-13 16:09:00 +02:00,Completed,1000.0,20023
1903,91900143.0,245868,230,1,,2011-10-13 16:17:00 +02:00,Completed,14500.0,52064
1902,91900146.0,245868,200,2,,2011-10-13 16:17:00 +02:00,Completed,3100.0,52064
1905,91900160.0,245868,220,3,,2011-10-13 16:17:00 +02:00,Completed,660.0,52064
1901,91900302.0,245868,240,4,,2011-10-13 16:17:00 +02:00,Completed,1840.0,52064
1982,91900871.0,245868,190,1,,2011-10-14 09:00:00 +02:00,Completed,19020.0,52064
1903,91900143.0,245838,110,1,,2011-10-14 10:30:00 +02:00,Completed,21660.0,66196
1903,91900143.0,244964,50,1,,2011-10-14 10:35:00 +02:00,Completed,24440.0,65287
1903,91900143.0,245814,120,1,,2011-10-14 10:48:00 +02:00,Completed,12780.0,63178
1903,91900143.0,245033,140,1,,2011-10-14 11:23:00 +02:00,Completed,6372.0,53797
1903,91900143.0,245033,140,2,,2011-10-14 11:23:00 +02:00,Completed,6160.0,53797
1982,91900871.0,245033,160,3,,2011-10-14 11:23:00 +02:00,Completed,1324.0,53797
1901,91900302.0,245033,150,4,,2011-10-14 11:23:00 +02:00,Completed,2826.0,53797
1907,91900296.0,244497,60,1,,2011-10-14 11:28:00 +02:00,Completed,22390.0,64997
1903,91900143.0,244976,190,1,,2011-10-14 13:16:00 +02:00,Completed,16460.0,55251
1907,91900296.0,244497,60,1,,2011-10-14 13:20:00 +02:00,Completed,22771.0,64997
1907,91900296.0,244497,110,2,,2011-10-14 13:20:00 +02:00,Completed,1039.0,64997
1906,91900170.0,247021,90,1,,2011-10-14 13:23:00 +02:00,Completed,14780.0,56229
1906,91900170.0,247021,80,2,,2011-10-14 13:23:00 +02:00,Completed,7280.0,56229
1903,91900143.0,245032,40,1,,2011-10-14 13:28:00 +02:00,Completed,19500.0,52063
1903,91900143.0,245815,230,1,,2011-10-14 13:47:00 +02:00,Completed,16760.0,20023
1909,91900152.0,245549,40,1,,2011-10-14 14:02:00 +02:00,Completed,24620.0,10001
1903,91900143.0,245020,190,1,,2011-10-14 14:12:00 +02:00,Completed,7860.0,55568
1903,91900143.0,245020,190,2,,2011-10-14 14:12:00 +02:00,Completed,14240.0,55568
1903,91900143.0,245868,230,1,,2011-10-14 14:29:00 +02:00,Completed,24220.0,52064
1901,91900302.0,247443,20,1,,2011-10-14 14:44:00 +02:00,Completed,1400.0,65997
1904,91900330.0,247443,30,2,,2011-10-14 14:44:00 +02:00,Completed,140.0,65997
1903,91900143.0,247443,10,3,,2011-10-14 14:44:00 +02:00,Completed,5940.0,65997
1903,91900143.0,247443,10,4,,2011-10-14 14:44:00 +02:00,Completed,2600.0,65997
1903,91900143.0,245023,110,1,,2011-10-17 08:56:00 +02:00,Completed,23092.0,52036
1909,91900152.0,245549,50,1,,2011-10-17 09:03:00 +02:00,Completed,24820.0,10001
1903,91900143.0,245815,230,1,,2011-10-17 09:45:00 +02:00,Completed,12540.0,20023
1903,91900143.0,245023,110,1,,2011-10-17 09:47:00 +02:00,Completed,11740.0,52036
1903,91900143.0,244976,190,1,,2011-10-17 10:31:00 +02:00,Completed,10240.0,55251
1906,91900170.0,247207,10,1,,2011-10-17 10:36:00 +02:00,Completed,23980.0,64997
1903,91900143.0,244413,60,1,,2011-10-17 10:39:00 +02:00,Completed,16120.0,68334
1903,91900143.0,242723,510,1,,2011-10-17 10:41:00 +02:00,Completed,4320.0,62861
1902,91900146.0,242723,520,2,,2011-10-17 10:41:00 +02:00,Completed,14860.0,62861
1903,91900143.0,245838,110,1,,2011-10-17 11:54:00 +02:00,Completed,7736.0,66196
1901,91900302.0,245838,100,2,,2011-10-17 11:54:00 +02:00,Completed,1082.0,66196
1982,91900871.0,245838,190,3,,2011-10-17 11:54:00 +02:00,Completed,4990.0,66196
1909,91900152.0,245549,50,1,,2011-10-17 12:16:00 +02:00,Completed,24500.0,10001
1903,91900143.0,245815,230,1,,2011-10-17 13:15:00 +02:00,Completed,12280.0,20023
1904,91900330.0,244976,170,1,,2011-10-17 13:22:00 +02:00,Completed,24280.0,55251
1903,91900143.0,245023,110,1,,2011-10-17 13:58:00 +02:00,Completed,10840.0,52036
1909,91900152.0,245549,50,1,,2011-10-17 14:33:00 +02:00,Completed,24460.0,10001
1909,91900152.0,245549,50,1,,2011-10-17 14:44:00 +02:00,Completed,24960.0,10001
1906,91900170.0,247207,10,1,,2011-10-17 17:32:00 +02:00,Completed,23100.0,64997
1901,91900302.0,245023,100,1,,2011-10-17 17:38:00 +02:00,Completed,4800.0,52036
1903,91900143.0,245023,110,2,,2011-10-17 17:38:00 +02:00,Completed,18272.0,52036
1903,91900143.0,245868,230,1,,2011-10-17 17:43:00 +02:00,Completed,14750.0,52064
1902,91900146.0,245868,200,2,,2011-10-17 17:43:00 +02:00,Completed,700.0,52064
1904,91900330.0,245868,210,3,,2011-10-17 17:43:00 +02:00,Completed,900.0,52064
1901,91900302.0,245868,240,4,,2011-10-17 17:43:00 +02:00,Completed,1050.0,52064
1904,91900330.0,244976,310,1,,2011-10-18 08:39:00 +02:00,Completed,23240.0,55251
1903,91900143.0,245943,80,1,,2011-10-18 08:48:00 +02:00,Completed,2485.0,52166
1903,91900143.0,245943,80,2,,2011-10-18 08:48:00 +02:00,Completed,19868.0,52166
1905,91900160.0,245943,70,3,,2011-10-18 08:48:00 +02:00,Completed,628.0,52166
1905,91900160.0,245943,90,4,,2011-10-18 08:48:00 +02:00,Completed,1200.0,52166
1909,91900152.0,245549,50,1,,2011-10-18 09:15:00 +02:00,Completed,24740.0,10001
1909,91900152.0,245549,50,1,,2011-10-18 10:36:00 +02:00,Completed,24580.0,10001
1902,91900146.0,245870,160,1,,2011-10-18 11:06:00 +02:00,Completed,7808.0,50468
1905,91900160.0,245870,170,2,,2011-10-18 11:06:00 +02:00,Completed,770.0,50468
1907,91900296.0,244497,110,1,,2011-10-18 11:09:00 +02:00,Completed,21350.0,64997
1909,91900152.0,245549,50,1,,2011-10-18 11:27:00 +02:00,Completed,24740.0,10001
1903,91900143.0,245899,80,1,,2011-10-18 11:30:00 +02:00,Completed,20900.0,50390
1903,91900143.0,245810,110,1,,2011-10-18 11:41:00 +02:00,Completed,26340.0,63948
1903,91900143.0,245020,190,1,,2011-10-18 12:28:00 +02:00,Completed,6320.0,55568
1901,91900302.0,245020,160,2,,2011-10-18 12:28:00 +02:00,Completed,11785.0,55568
1903,91900143.0,245023,110,1,,2011-10-18 13:27:00 +02:00,Completed,10520.0,52036
1903,91900143.0,245030,40,1,,2011-10-18 13:32:00 +02:00,Completed,21400.0,50388
1909,91900152.0,245549,50,1,,2011-10-18 13:34:00 +02:00,Completed,24400.0,10001
1903,91900143.0,245809,70,1,,2011-10-18 14:18:00 +02:00,Completed,16810.0,50420
1906,91900170.0,247018,10,1,,2011-10-18 14:45:00 +02:00,Completed,4355.0,62524
1906,91900170.0,247018,70,2,,2011-10-18 14:45:00 +02:00,Completed,6705.0,62524
1903,91900143.0,243024,110,1,,2011-10-18 14:56:00 +02:00,Completed,22380.0,58000
1903,91900143.0,244976,190,1,,2011-10-18 15:40:00 +02:00,Completed,12860.0,55251
1903,91900143.0,245815,230,1,,2011-10-18 15:43:00 +02:00,Completed,6660.0,20023
1909,91900152.0,245549,50,1,,2011-10-19 08:47:00 +02:00,Completed,24640.0,10001
1904,91900330.0,244967,90,1,,2011-10-19 08:59:00 +02:00,Completed,9000.0,65287
1901,91900302.0,244967,100,2,,2011-10-19 08:59:00 +02:00,Completed,15560.0,65287
1904,91900330.0,244976,310,1,,2011-10-19 09:22:00 +02:00,Completed,23840.0,55251
1903,91900143.0,245814,120,1,,2011-10-19 09:26:00 +02:00,Completed,10180.0,63178
1903,91900143.0,242725,300,1,,2011-10-19 09:40:00 +02:00,Completed,3160.0,50363
1903,91900143.0,242725,300,2,,2011-10-19 09:40:00 +02:00,Completed,12188.0,50363
1901,91900302.0,242725,310,3,,2011-10-19 09:40:00 +02:00,Completed,8260.0,50363
1901,91900302.0,243080,170,1,,2011-10-19 11:33:00 +02:00,Completed,12980.0,55569
1901,91900302.0,244976,180,1,,2011-10-19 11:57:00 +02:00,Completed,600.0,55251
1904,91900330.0,244976,170,2,,2011-10-19 11:57:00 +02:00,Completed,1600.0,55251
1903,91900143.0,244976,190,3,,2011-10-19 11:57:00 +02:00,Completed,15600.0,55251
1903,91900143.0,245948,140,1,,2011-10-19 12:30:00 +02:00,Completed,22180.0,50350
1903,91900143.0,245023,110,1,,2011-10-19 12:37:00 +02:00,Completed,9800.0,52036
1909,91900152.0,245549,50,1,,2011-10-19 12:56:00 +02:00,Completed,24700.0,10001
1909,91900152.0,245549,50,1,,2011-10-19 13:00:00 +02:00,Completed,24720.0,10001
1903,91900143.0,245030,40,1,,2011-10-19 14:24:00 +02:00,Completed,21740.0,50388
1903,91900143.0,245868,230,1,,2011-10-19 14:54:00 +02:00,Completed,19300.0,52064
1904,91900330.0,245868,210,2,,2011-10-19 14:54:00 +02:00,Completed,1700.0,52064
1905,91900160.0,245868,220,3,,2011-10-19 14:54:00 +02:00,Completed,1400.0,52064
1907,91900296.0,247019,10,1,,2011-10-19 15:08:00 +02:00,Completed,11280.0,62524
1907,91900296.0,244267,10,2,,2011-10-19 15:08:00 +02:00,Completed,100.0,62524
1903,91900143.0,245815,230,1,,2011-10-19 15:06:00 +02:00,Completed,6900.0,20023
1903,91900143.0,245023,110,1,,2011-10-20 08:42:00 +02:00,Completed,23772.0,52036
1903,91900143.0,242725,300,1,,2011-10-20 08:45:00 +02:00,Completed,12900.0,50363
1903,91900143.0,242725,300,2,,2011-10-20 08:45:00 +02:00,Completed,11288.0,50363
1903,91900143.0,245021,40,1,,2011-10-20 09:23:00 +02:00,Completed,2700.0,56343
1901,91900302.0,245022,110,2,,2011-10-20 09:23:00 +02:00,Completed,9660.0,56343
1903,91900143.0,244976,190,1,,2011-10-20 09:55:00 +02:00,Completed,12560.0,55251
1903,91900143.0,244964,50,1,,2011-10-20 10:22:00 +02:00,Completed,24280.0,65287
1906,91900170.0,247018,70,1,,2011-10-20 10:45:00 +02:00,Completed,11260.0,62524
1903,91900143.0,245817,160,1,,2011-10-20 10:46:00 +02:00,Completed,10180.0,20816
1903,91900143.0,245817,160,1,,2011-10-20 10:52:00 +02:00,Completed,18112.0,20816
1903,91900143.0,245870,140,1,,2011-10-20 11:52:00 +02:00,Completed,7086.0,50468
1903,91900143.0,242725,300,1,,2011-10-20 12:06:00 +02:00,Completed,14588.0,50363
1903,91900143.0,242725,300,2,,2011-10-20 12:06:00 +02:00,Completed,9030.0,50363
1906,91900170.0,247207,10,1,,2011-10-20 12:17:00 +02:00,Completed,24660.0,64997
1901,91900302.0,245809,200,1,,2011-10-20 13:41:00 +02:00,Completed,3280.0,50420
1903,91900143.0,245815,230,1,,2011-10-20 14:31:00 +02:00,Completed,6300.0,20023
1907,91900296.0,244497,110,1,,2011-10-20 14:44:00 +02:00,Completed,21620.0,64997
1904,91900330.0,245809,60,1,,2011-10-20 15:03:00 +02:00,Completed,2300.0,50420
1904,91900330.0,245022,100,1,,2011-10-21 08:27:00 +02:00,Completed,1493.0,56343
1903,91900143.0,245021,40,2,,2011-10-21 08:27:00 +02:00,Completed,5400.0,56343
1903,91900143.0,245021,40,3,,2011-10-21 08:27:00 +02:00,Completed,7207.0,56343
1903,91900143.0,245814,120,1,,2011-10-21 08:29:00 +02:00,Completed,12520.0,63178
1903,91900143.0,245023,110,1,,2011-10-21 08:33:00 +02:00,Completed,16656.0,52036
1903,91900143.0,245810,110,1,,2011-10-21 08:41:00 +02:00,Completed,23720.0,63948
1903,91900143.0,245814,120,1,,2011-10-21 08:48:00 +02:00,Completed,10280.0,63178
1903,91900143.0,243024,110,1,,2011-10-21 09:36:00 +02:00,Completed,22120.0,58000
1903,91900143.0,245868,230,1,,2011-10-21 09:53:00 +02:00,Completed,17210.0,52064
1901,91900302.0,245868,240,2,,2011-10-21 09:53:00 +02:00,Completed,1208.0,52064
1902,91900146.0,245868,200,3,,2011-10-21 09:53:00 +02:00,Completed,2440.0,52064
1904,91900330.0,245868,210,4,,2011-10-21 09:53:00 +02:00,Completed,480.0,52064
1903,91900143.0,245814,120,1,,2011-10-21 10:44:00 +02:00,Completed,11020.0,63178
1904,91900330.0,245814,90,2,,2011-10-21 10:44:00 +02:00,Completed,3000.0,63178
1903,91900143.0,245838,110,1,,2011-10-21 10:49:00 +02:00,Completed,21320.0,66196
1903,91900143.0,245838,110,1,,2011-10-21 11:48:00 +02:00,Completed,7860.0,66196
1901,91900302.0,245838,100,2,,2011-10-21 11:48:00 +02:00,Completed,2417.0,66196
1904,91900330.0,245838,120,3,,2011-10-21 11:48:00 +02:00,Completed,7557.0,66196
1982,91900871.0,245838,190,4,,2011-10-21 11:48:00 +02:00,Completed,863.0,66196
1906,91900170.0,247021,90,1,,2011-10-21 12:27:00 +02:00,Completed,21600.0,56229
1903,91900143.0,245023,110,1,,2011-10-21 13:03:00 +02:00,Completed,11560.0,52036
1903,91900143.0,247443,40,1,,2011-10-21 14:27:00 +02:00,Completed,5470.0,65997
1903,91900143.0,247443,40,2,,2011-10-21 14:27:00 +02:00,Completed,2480.0,65997
1901,91900302.0,247443,50,3,,2011-10-21 14:27:00 +02:00,Completed,350.0,65997
1902,91900146.0,245815,200,1,,2011-10-24 08:38:00 +02:00,Completed,19760.0,20023
1903,91900143.0,245817,160,1,,2011-10-24 08:43:00 +02:00,Completed,8900.0,20816
1903,91900143.0,245023,110,1,,2011-10-24 08:51:00 +02:00,Completed,20869.0,52036
1903,91900143.0,245868,230,1,,2011-10-24 08:57:00 +02:00,Completed,14870.0,52064
1904,91900330.0,245868,210,2,,2011-10-24 08:57:00 +02:00,Completed,1060.0,52064
1901,91900302.0,245868,240,3,,2011-10-24 08:57:00 +02:00,Completed,4690.0,52064
1909,91900152.0,245549,60,1,,2011-10-24 09:05:00 +02:00,Completed,24660.0,10001
1903,91900143.0,244976,190,1,,2011-10-24 09:48:00 +02:00,Completed,12720.0,55251
1903,91900143.0,245809,70,1,,2011-10-24 09:45:00 +02:00,Completed,19380.0,50420
1903,91900143.0,245809,70,1,,2011-10-24 10:35:00 +02:00,Completed,24560.0,50420
1903,91900143.0,242725,300,1,,2011-10-24 11:18:00 +02:00,Completed,11890.0,50363
1903,91900143.0,242725,300,2,,2011-10-24 11:18:00 +02:00,Completed,11748.0,50363
1909,91900152.0,245549,60,1,,2011-10-24 12:24:00 +02:00,Completed,23300.0,10001
1906,91900170.0,247207,10,1,,2011-10-24 12:56:00 +02:00,Completed,3261.0,64997
1906,91900170.0,247207,30,2,,2011-10-24 12:56:00 +02:00,Completed,21049.0,64997
1903,91900143.0,245815,230,1,,2011-10-24 13:00:00 +02:00,Completed,17140.0,20023
1903,91900143.0,245817,160,1,,2011-10-24 13:23:00 +02:00,Completed,18952.0,20816
1903,91900143.0,245815,230,1,,2011-10-24 13:26:00 +02:00,Completed,18240.0,20023
1902,91900146.0,245815,200,2,,2011-10-24 13:26:00 +02:00,Completed,2000.0,20023
1905,91900160.0,245815,220,3,,2011-10-24 13:26:00 +02:00,Completed,2800.0,20023
1903,91900143.0,245068,150,1,,2011-10-24 14:22:00 +02:00,Completed,3000.0,50418
1903,91900143.0,245068,150,2,,2011-10-24 14:22:00 +02:00,Completed,19940.0,50418
1903,91900143.0,245023,110,1,,2011-10-24 15:40:00 +02:00,Completed,11080.0,52036
1903,91900143.0,245023,110,1,,2011-10-25 08:39:00 +02:00,Completed,18230.0,52036
1903,91900143.0,242725,300,1,,2011-10-25 08:50:00 +02:00,Completed,12890.0,50363
1903,91900143.0,242725,300,2,,2011-10-25 08:50:00 +02:00,Completed,10848.0,50363
1904,91900330.0,244967,90,1,,2011-10-25 09:42:00 +02:00,Completed,8880.0,65287
1901,91900302.0,244967,100,2,,2011-10-25 09:42:00 +02:00,Completed,15160.0,65287
1909,91900152.0,245549,60,1,,2011-10-25 09:46:00 +02:00,Completed,24700.0,10001
1902,91900146.0,244976,200,1,,2011-10-25 09:59:00 +02:00,Completed,5100.0,55251
1909,91900152.0,245549,60,1,,2011-10-25 10:11:00 +02:00,Completed,24620.0,10001
1903,91900143.0,245817,160,1,,2011-10-25 10:29:00 +02:00,Completed,5560.0,20816
1903,91900143.0,245838,110,1,,2011-10-25 10:35:00 +02:00,Completed,23760.0,66196
1903,91900143.0,245817,160,1,,2011-10-25 11:05:00 +02:00,Completed,13732.0,20816
1901,91900302.0,245817,150,2,,2011-10-25 11:05:00 +02:00,Completed,5700.0,20816
1903,91900143.0,245023,110,1,,2011-10-25 11:11:00 +02:00,Completed,10220.0,52036
1906,91900170.0,247207,30,1,,2011-10-25 11:40:00 +02:00,Completed,23420.0,64997
1903,91900143.0,245810,110,1,,2011-10-25 11:57:00 +02:00,Completed,9540.0,63948
1904,91900330.0,245811,100,2,,2011-10-25 11:57:00 +02:00,Completed,2040.0,63948
1901,91900302.0,245811,220,3,,2011-10-25 11:57:00 +02:00,Completed,1200.0,63948
1903,91900143.0,245809,70,1,,2011-10-25 12:37:00 +02:00,Completed,16520.0,50420
1903,91900143.0,245870,140,1,,2011-10-25 12:41:00 +02:00,Completed,1750.0,50468
1903,91900143.0,245870,140,2,,2011-10-25 12:41:00 +02:00,Completed,7766.0,50468
1907,91900296.0,244497,110,1,,2011-10-25 13:07:00 +02:00,Completed,23340.0,64997
1903,91900143.0,245815,230,1,,2011-10-25 13:17:00 +02:00,Completed,6880.0,20023
1903,91900143.0,245946,80,1,,2011-10-25 13:42:00 +02:00,Completed,7455.0,68155
1903,91900143.0,242723,510,1,,2011-10-25 13:49:00 +02:00,Completed,8560.0,62861
1902,91900146.0,242723,520,2,,2011-10-25 13:49:00 +02:00,Completed,8120.0,62861
1906,91900170.0,247018,70,1,,2011-10-25 13:59:00 +02:00,Completed,7035.0,62524
1906,91900170.0,247018,30,2,,2011-10-25 13:59:00 +02:00,Completed,3225.0,62524
1903,91900143.0,245023,110,1,,2011-10-26 08:40:00 +02:00,Completed,23032.0,52036
1903,91900143.0,245814,120,1,,2011-10-26 08:45:00 +02:00,Completed,12300.0,63178
1903,91900143.0,245810,110,1,,2011-10-26 08:50:00 +02:00,Completed,25540.0,63948
1982,91900871.0,245817,180,1,,2011-10-26 09:15:00 +02:00,Completed,19552.0,20816
1903,91900143.0,245814,120,1,,2011-10-26 09:29:00 +02:00,Completed,10560.0,63178
1904,91900330.0,245814,90,2,,2011-10-26 09:29:00 +02:00,Completed,2000.0,63178
1903,91900143.0,244976,190,1,,2011-10-26 09:35:00 +02:00,Completed,12980.0,55251
1904,91900330.0,244976,170,2,,2011-10-26 09:35:00 +02:00,Completed,2000.0,55251
1903,91900143.0,245870,140,1,,2011-10-26 10:39:00 +02:00,Completed,3759.0,50468
1903,91900143.0,245870,140,2,,2011-10-26 10:39:00 +02:00,Completed,3816.0,50468
1904,91900330.0,245870,150,3,,2011-10-26 10:39:00 +02:00,Completed,1200.0,50468
1902,91900146.0,245870,160,4,,2011-10-26 10:39:00 +02:00,Completed,921.0,50468
1906,91900170.0,247018,30,1,,2011-10-26 11:17:00 +02:00,Completed,7320.0,62524
1903,91900143.0,245815,230,1,,2011-10-26 12:51:00 +02:00,Completed,7140.0,20023
1903,91900143.0,245023,110,1,,2011-10-26 12:55:00 +02:00,Completed,9560.0,52036
1903,91900143.0,245899,80,1,,2011-10-26 13:07:00 +02:00,Completed,25640.0,50390
1903,91900143.0,243024,110,1,,2011-10-26 13:27:00 +02:00,Completed,23300.0,58000
1903,91900143.0,244976,190,1,,2011-10-26 14:01:00 +02:00,Completed,16860.0,55251
1903,91900143.0,242723,510,1,,2011-10-26 14:32:00 +02:00,Completed,5220.0,62861
1903,91900143.0,242723,510,2,,2011-10-26 14:32:00 +02:00,Completed,12400.0,62861
1903,91900143.0,245023,110,1,,2011-10-27 08:47:00 +02:00,Completed,14538.0,52036
1901,91900302.0,245023,100,2,,2011-10-27 08:47:00 +02:00,Completed,3840.0,52036
1903,91900143.0,245021,40,1,,2011-10-27 09:05:00 +02:00,Completed,23960.0,56343
1854,91900143.0,244964,50,1,,2011-10-27 09:15:00 +02:00,Completed,24060.0,65287
1903,91900143.0,244976,190,1,,2011-10-27 09:51:00 +02:00,Completed,10720.0,55251
1854,91900143.0,243024,110,2,,2011-10-27 10:43:00 +02:00,Completed,24460.0,58000
1854,91900143.0,244326,50,1,,2011-10-27 10:58:00 +02:00,Completed,23096.0,68249
1854,91900143.0,245023,110,1,,2011-10-27 11:33:00 +02:00,Completed,8800.0,52036
1854,91900143.0,245032,40,1,,2011-10-27 12:40:00 +02:00,Completed,19580.0,52063
1842,91900296.0,247019,10,1,,2011-10-27 12:55:00 +02:00,Completed,12320.0,62524
1843,91900170.0,247207,100,1,,2011-10-27 13:25:00 +02:00,Completed,20870.0,64997
1854,91900143.0,245870,140,1,,2011-10-27 13:29:00 +02:00,Completed,6244.0,50468
1853,91900143.0,245870,140,2,,2011-10-27 13:29:00 +02:00,Completed,2400.0,50468
1868,91900330.0,245870,150,3,,2011-10-27 13:29:00 +02:00,Completed,2920.0,50468
1852,91900146.0,245870,160,4,,2011-10-27 13:29:00 +02:00,Completed,1176.0,50468
