rm_id,product_id,purchase_order_id,purchase_order_item_no,receival_item_no,batch_id,transporter_name,vehicle_no,unit_status,vehicle_start_weight,vehicle_end_weight,gross_weight,tare_weight,net_weight,wood,ironbands,plastic,water,ice,other,chips,packaging,cardboard
1909,91900152.0,229842,250,1,,Transporter8,Vehicle2052,Transferred,40140.0,15260.0,24880.0,0.0,24880.0,,,,,,,,,
1903,91900143.0,229904,190,1,,Transporter8,Vehicle3509,Transferred,38740.0,16260.0,22480.0,400.0,22080.0,,,,,,,,,
1903,91900143.0,229899,190,1,,Transporter6,Vehicle2524,Transferred,30640.0,15340.0,15300.0,0.0,15300.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle2989,Transferred,29720.0,14260.0,15460.0,0.0,15460.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter6,Vehicle552,Transferred,28300.0,15000.0,13300.0,0.0,13300.0,,,,,,,,,
1903,91900143.0,229953,190,1,,Transporter8,Vehicle3243,Transferred,31840.0,15420.0,16420.0,0.0,16420.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,38240.0,24080.0,13560.0,60.0,13500.0,,,,,,,,,
1902,91900146.0,229901,200,2,,Transporter3,Vehicle120,Transferred,38240.0,24080.0,600.0,0.0,600.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,30540.0,14940.0,6220.0,48.0,6172.0,,,,,,,,,
1901,91900302.0,229863,220,2,,Transporter6,Vehicle8,Transferred,30540.0,14940.0,9380.0,0.0,9380.0,,,,,,,,,
1903,91900143.0,228169,300,1,,Transporter6,Vehicle1726,Transferred,30120.0,15160.0,4200.0,80.0,4120.0,,,,,,,,,
1902,91900146.0,228169,280,2,,Transporter6,Vehicle1726,Transferred,30120.0,15160.0,10760.0,0.0,10760.0,,,,,,,,,
1906,91900170.0,230806,10,1,,Transporter2,Vehicle3568,Transferred,28700.0,16020.0,12680.0,0.0,12680.0,,,,,,,,,
1903,91900143.0,229961,190,1,,Transporter8,Vehicle2335,Transferred,30340.0,16120.0,14220.0,192.0,14028.0,,,,,,,,,
1903,91900143.0,229951,190,1,,Transporter8,Vehicle2879,Transferred,31820.0,14720.0,8700.0,142.0,8558.0,,,,,,,,,
1903,91900143.0,229951,190,2,,Transporter8,Vehicle2879,Transferred,31820.0,14720.0,8400.0,0.0,8400.0,,,,,,,,,
1903,91900143.0,228172,420,1,,Transporter7,Vehicle534,Transferred,39540.0,14700.0,24840.0,432.0,24408.0,,,,,,,,,
1903,91900143.0,229959,190,1,,Transporter8,Vehicle3569,Transferred,39220.0,15960.0,23260.0,380.0,22880.0,,,,,,,,,
1904,91900330.0,229941,230,1,,Transporter8,Vehicle3535,Transferred,34980.0,14520.0,13348.0,246.0,13102.0,,,,,,,,,
1901,91900302.0,229941,220,2,,Transporter8,Vehicle3535,Transferred,34980.0,14520.0,5512.0,30.0,5482.0,,,,,,,,,
1901,91900302.0,229941,220,3,,Transporter8,Vehicle3535,Transferred,34980.0,14520.0,1600.0,40.0,1560.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,27480.0,17400.0,10080.0,0.0,10080.0,,,,,,,,,
1902,91900146.0,229948,200,1,,Transporter8,Vehicle2115,Transferred,35760.0,15400.0,20360.0,0.0,20360.0,,,,,,,,,
1909,91900152.0,229842,250,1,,Transporter8,Vehicle2510,Transferred,41000.0,16020.0,24980.0,0.0,24980.0,,,,,,,,,
1909,91900152.0,229842,250,1,,Transporter8,Vehicle3570,Transferred,40580.0,15920.0,24660.0,0.0,24660.0,,,,,,,,,
1903,91900143.0,229942,190,1,,Transporter8,Vehicle2766,Transferred,34800.0,13540.0,21260.0,0.0,21260.0,,,,,,,,,
1903,91900143.0,229861,190,1,,Transporter14,Vehicle3571,Transferred,38320.0,14520.0,6000.0,0.0,6000.0,,,,,,,,,
1903,91900143.0,229861,190,2,,Transporter14,Vehicle3571,Transferred,38320.0,14520.0,15800.0,0.0,15800.0,,,,,,,,,
1902,91900146.0,229861,200,3,,Transporter14,Vehicle3571,Transferred,38320.0,14520.0,500.0,0.0,500.0,,,,,,,,,
1902,91900146.0,229861,200,4,,Transporter14,Vehicle3571,Transferred,38320.0,14520.0,1500.0,40.0,1460.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle3539,Transferred,19220.0,14640.0,4580.0,0.0,4580.0,,,,,,,,,
1903,91900143.0,229953,190,1,,Transporter8,Vehicle59,Transferred,23160.0,16460.0,6700.0,0.0,6700.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,36640.0,15000.0,10030.0,48.0,9982.0,,,,,,,,,
1982,91900871.0,229863,240,2,,Transporter6,Vehicle8,Transferred,36640.0,15000.0,11610.0,0.0,11610.0,,,,,,,,,
1909,91900152.0,229842,250,1,,Transporter8,Vehicle2434,Transferred,40840.0,16020.0,24820.0,0.0,24820.0,,,,,,,,,
1903,91900143.0,231061,10,1,,Transporter8,Vehicle3572,Transferred,32800.0,13980.0,18820.0,460.0,18360.0,,,,,,,,,
1907,91900296.0,230806,20,1,,Transporter2,Vehicle3413,Transferred,30020.0,16700.0,13320.0,0.0,13320.0,,,,,,,,,
1906,91900170.0,230218,180,1,,Transporter2,Vehicle673,Transferred,40860.0,16760.0,24100.0,0.0,24100.0,,,,,,,,,
1876,1160.0,230964,10,1,,Transporter8,Vehicle1226,Transferred,15000.0,12820.0,2180.0,20.0,2160.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle3555,Transferred,28240.0,16560.0,11680.0,0.0,11680.0,,,,,,,,,
1903,91900143.0,228172,420,1,,Transporter7,Vehicle3573,Transferred,39420.0,15200.0,24220.0,407.0,23813.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle3539,Transferred,18860.0,14180.0,4680.0,0.0,4680.0,,,,,,,,,
1903,91900143.0,229948,190,1,,Transporter8,Vehicle3574,Transferred,35540.0,15160.0,20380.0,0.0,20380.0,,,,,,,,,
1906,91900170.0,230803,10,1,,Transporter2,Vehicle1702,Transferred,43800.0,16240.0,27560.0,0.0,27560.0,,,,,,,,,
1903,91900143.0,229933,190,1,,Transporter8,Vehicle1882,Transferred,33940.0,15820.0,18120.0,0.0,18120.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter6,Vehicle9,Transferred,28660.0,14100.0,14560.0,0.0,14560.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,31020.0,14960.0,7340.0,48.0,7292.0,,,,,,,,,
1901,91900302.0,229863,220,2,,Transporter6,Vehicle8,Transferred,31020.0,14960.0,8720.0,0.0,8720.0,,,,,,,,,
1903,91900143.0,229904,190,1,,Transporter8,Vehicle2740,Transferred,39820.0,18260.0,21560.0,0.0,21560.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,30640.0,17700.0,12940.0,0.0,12940.0,,,,,,,,,
1903,91900143.0,229961,190,1,,Transporter8,Vehicle2488,Transferred,30040.0,14720.0,13320.0,170.0,13150.0,,,,,,,,,
1904,91900330.0,229961,230,2,,Transporter8,Vehicle2488,Transferred,30040.0,14720.0,2000.0,0.0,2000.0,,,,,,,,,
1903,91900143.0,228172,460,1,,Transporter7,Vehicle2068,Transferred,39560.0,15380.0,24180.0,372.0,23808.0,,,,,,,,,
1904,91900330.0,229941,230,1,,Transporter8,Vehicle1883,Transferred,38500.0,14740.0,13800.0,220.0,13580.0,,,,,,,,,
1904,91900330.0,229941,230,2,,Transporter8,Vehicle1883,Transferred,38500.0,14740.0,9960.0,120.0,9840.0,,,,,,,,,
1903,91900143.0,229936,190,1,,Transporter10,Vehicle1971,Transferred,36440.0,15620.0,20820.0,200.0,20620.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,30640.0,17060.0,13580.0,0.0,13580.0,,,,,,,,,
1903,91900143.0,229953,190,1,,Transporter8,Vehicle3575,Transferred,31100.0,15780.0,15320.0,0.0,15320.0,,,,,,,,,
1903,91900143.0,229933,190,1,,Transporter6,Vehicle37,Transferred,38280.0,14520.0,10940.0,200.0,10740.0,,,,,,,,,
1903,91900143.0,229933,190,2,,Transporter6,Vehicle37,Transferred,38280.0,14520.0,1760.0,0.0,1760.0,,,,,,,,,
1905,91900160.0,229933,210,3,,Transporter6,Vehicle37,Transferred,38280.0,14520.0,1160.0,0.0,1160.0,,,,,,,,,
1901,91900302.0,229933,220,4,,Transporter6,Vehicle37,Transferred,38280.0,14520.0,9900.0,0.0,9900.0,,,,,,,,,
386,1807.0,230273,20,1,,Transporter8,Vehicle2228,Transferred,25880.0,13260.0,12620.0,260.0,12360.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,25960.0,14900.0,11060.0,48.0,11012.0,,,,,,,,,
1903,91900143.0,229940,190,1,,Transporter6,Vehicle30,Transferred,40660.0,16240.0,24420.0,840.0,23580.0,,,,,,,,,
1902,91900146.0,228169,280,1,,Transporter6,Vehicle552,Transferred,27740.0,14960.0,12780.0,120.0,12660.0,,,,,,,,,
1903,91900143.0,229948,190,1,,Transporter8,Vehicle1453,Transferred,32560.0,15720.0,16840.0,0.0,16840.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle3028,Transferred,29240.0,14280.0,14960.0,120.0,14840.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle2434,Transferred,40740.0,16040.0,24700.0,0.0,24700.0,,,,,,,,,
1902,91900146.0,229953,200,1,,Transporter8,Vehicle1426,Transferred,18820.0,16100.0,2720.0,0.0,2720.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle3043,Transferred,40680.0,15800.0,24880.0,0.0,24880.0,,,,,,,,,
1903,91900143.0,229943,190,1,,Transporter8,Vehicle3576,Transferred,26160.0,15400.0,2500.0,84.0,2416.0,,,,,,,,,
1903,91900143.0,229943,190,2,,Transporter8,Vehicle3576,Transferred,26160.0,15400.0,8260.0,90.0,8170.0,,,,,,,,,
1903,91900143.0,231061,10,1,,Transporter8,Vehicle3577,Transferred,37320.0,14600.0,22720.0,400.0,22320.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,28860.0,17520.0,11340.0,0.0,11340.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,36080.0,15040.0,14040.0,48.0,13992.0,,,,,,,,,
1901,91900302.0,229863,220,2,,Transporter6,Vehicle8,Transferred,36080.0,15040.0,7000.0,0.0,7000.0,,,,,,,,,
1903,91900143.0,228169,300,1,,Transporter6,Vehicle2034,Transferred,37820.0,15260.0,4700.0,80.0,4620.0,,,,,,,,,
1905,91900160.0,228169,290,2,,Transporter6,Vehicle2034,Transferred,37820.0,15260.0,17860.0,90.0,17770.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter8,Vehicle2706,Transferred,29360.0,14900.0,13360.0,408.0,12952.0,,,,,,,,,
1902,91900146.0,229958,200,2,,Transporter8,Vehicle2706,Transferred,29360.0,14900.0,1100.0,0.0,1100.0,,,,,,,,,
1903,91900143.0,229904,190,1,,Transporter8,Vehicle2740,Transferred,38220.0,16200.0,22020.0,400.0,21620.0,,,,,,,,,
1903,91900143.0,229940,190,1,,Transporter6,Vehicle1893,Transferred,39080.0,15220.0,23860.0,880.0,22980.0,,,,,,,,,
1901,91900302.0,229952,220,1,,Transporter8,Vehicle2385,Transferred,8460.0,6340.0,2120.0,0.0,2120.0,,,,,,,,,
1903,91900143.0,229936,190,1,,Transporter10,Vehicle1971,Transferred,34500.0,16080.0,9640.0,160.0,9480.0,,,,,,,,,
1903,91900143.0,229936,190,2,,Transporter10,Vehicle1971,Transferred,34500.0,16080.0,8780.0,0.0,8780.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle3539,Transferred,18940.0,14140.0,4800.0,0.0,4800.0,,,,,,,,,
1903,91900143.0,229941,190,1,,Transporter8,Vehicle1883,Transferred,37240.0,14820.0,4730.0,100.0,4630.0,,,,,,,,,
1901,91900302.0,229941,220,3,,Transporter8,Vehicle1883,Transferred,37240.0,14820.0,17690.0,0.0,17690.0,,,,,,,,,
1905,91900160.0,229953,210,1,,Transporter8,Vehicle3578,Transferred,17440.0,15480.0,1960.0,0.0,1960.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle2574,Transferred,40060.0,15420.0,24640.0,0.0,24640.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter6,Vehicle552,Transferred,29000.0,15040.0,13960.0,0.0,13960.0,,,,,,,,,
1903,91900143.0,229961,190,1,,Transporter8,Vehicle2488,Transferred,30960.0,14720.0,15040.0,210.0,14830.0,,,,,,,,,
1904,91900330.0,229961,230,2,,Transporter8,Vehicle2488,Transferred,30960.0,14720.0,1200.0,0.0,1200.0,,,,,,,,,
1903,91900143.0,229948,190,1,,Transporter8,Vehicle3452,Transferred,33940.0,14800.0,16140.0,120.0,16020.0,,,,,,,,,
1902,91900146.0,229948,200,2,,Transporter8,Vehicle3452,Transferred,33940.0,14800.0,3000.0,0.0,3000.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter8,Vehicle1333,Transferred,29640.0,16080.0,13560.0,0.0,13560.0,,,,,,,,,
1903,91900143.0,228172,420,1,,Transporter8,Vehicle3562,Transferred,39620.0,15460.0,24160.0,382.0,23778.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle3579,Transferred,35940.0,15300.0,20640.0,400.0,20240.0,,,,,,,,,
1903,91900143.0,229939,190,1,,Transporter8,Vehicle3131,Transferred,28320.0,14860.0,3600.0,58.0,3542.0,,,,,,,,,
1901,91900302.0,229939,220,2,,Transporter8,Vehicle3131,Transferred,28320.0,14860.0,6420.0,80.0,6340.0,,,,,,,,,
1901,91900302.0,229939,220,3,,Transporter8,Vehicle3131,Transferred,28320.0,14860.0,2100.0,154.0,1946.0,,,,,,,,,
1981,91900871.0,229939,240,4,,Transporter8,Vehicle3131,Transferred,28320.0,14860.0,440.0,0.0,440.0,,,,,,,,,
1904,91900330.0,229939,230,5,,Transporter8,Vehicle3131,Transferred,28320.0,14860.0,900.0,110.0,790.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle1960,Transferred,27180.0,14800.0,12380.0,0.0,12380.0,,,,,,,,,
1906,91900170.0,230804,10,1,,Transporter2,Vehicle2960,Transferred,23300.0,13020.0,10280.0,0.0,10280.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,29320.0,14920.0,14400.0,48.0,14352.0,,,,,,,,,
1903,91900143.0,230809,20,1,,Transporter8,Vehicle1285,Transferred,33240.0,14860.0,15880.0,216.0,15664.0,,,,,,,,,
1903,91900143.0,230809,20,2,,Transporter8,Vehicle1285,Transferred,33240.0,14860.0,2500.0,0.0,2500.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle2989,Transferred,29660.0,14380.0,15280.0,120.0,15160.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle816,Transferred,37880.0,14840.0,23040.0,0.0,23040.0,,,,,,,,,
1906,91900170.0,230218,180,1,,Transporter2,Vehicle673,Transferred,40660.0,16940.0,10960.0,0.0,10960.0,,,,,,,,,
1906,91900170.0,230218,190,2,,Transporter2,Vehicle673,Transferred,40660.0,16940.0,12760.0,0.0,12760.0,,,,,,,,,
1903,91900143.0,229946,190,1,,Transporter4,Vehicle1135,Transferred,38860.0,15060.0,23800.0,0.0,23800.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle2510,Transferred,40560.0,16000.0,24560.0,0.0,24560.0,,,,,,,,,
1901,91900302.0,229901,220,1,,Transporter3,Vehicle65,Transferred,35320.0,15800.0,19520.0,0.0,19520.0,,,,,,,,,
1902,91900146.0,228169,280,1,,Transporter6,Vehicle30,Transferred,33120.0,16020.0,12800.0,120.0,12680.0,,,,,,,,,
1903,91900143.0,228169,300,2,,Transporter6,Vehicle30,Transferred,33120.0,16020.0,4300.0,80.0,4220.0,,,,,,,,,
1903,91900143.0,229861,190,1,,Transporter14,Vehicle1258,Transferred,32220.0,16360.0,15660.0,0.0,15660.0,,,,,,,,,
1902,91900146.0,229861,200,2,,Transporter14,Vehicle1258,Transferred,32220.0,16360.0,200.0,0.0,200.0,,,,,,,,,
1903,91900143.0,229899,190,1,,Transporter6,Vehicle552,Transferred,29520.0,15020.0,14050.0,0.0,14050.0,,,,,,,,,
1902,91900146.0,229899,200,2,,Transporter6,Vehicle552,Transferred,29520.0,15020.0,450.0,0.0,450.0,,,,,,,,,
1903,91900143.0,229862,190,1,,Transporter8,Vehicle2792,Transferred,37920.0,15160.0,22760.0,360.0,22400.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle3043,Transferred,40680.0,15740.0,24940.0,0.0,24940.0,,,,,,,,,
1909,91900152.0,229842,260,1,,Transporter8,Vehicle3503,Transferred,41000.0,16180.0,24820.0,0.0,24820.0,,,,,,,,,
1903,91900143.0,231061,10,1,,Transporter8,Vehicle3560,Transferred,36760.0,14960.0,21800.0,406.0,21394.0,,,,,,,,,
1903,91900143.0,229940,190,1,,Transporter6,Vehicle3243,Transferred,39940.0,15700.0,24240.0,880.0,23360.0,,,,,,,,,
1906,91900170.0,230804,10,1,,Transporter2,Vehicle2960,Transferred,23120.0,12980.0,10140.0,0.0,10140.0,,,,,,,,,
1906,91900170.0,230803,10,1,,Transporter2,Vehicle1702,Transferred,43040.0,16360.0,26680.0,0.0,26680.0,,,,,,,,,
1903,91900143.0,229933,190,1,,Transporter6,Vehicle643,Transferred,40580.0,15640.0,24940.0,0.0,24940.0,,,,,,,,,
1903,91900143.0,229939,190,1,,Transporter8,Vehicle3516,Transferred,37800.0,16800.0,21000.0,0.0,21000.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,36240.0,14880.0,6760.0,0.0,6760.0,,,,,,,,,
1982,91900871.0,229863,240,2,,Transporter6,Vehicle8,Transferred,36240.0,14880.0,14600.0,0.0,14600.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,38460.0,24100.0,13760.0,0.0,13760.0,,,,,,,,,
1901,91900302.0,229901,220,2,,Transporter3,Vehicle120,Transferred,38460.0,24100.0,600.0,0.0,600.0,,,,,,,,,
1903,91900143.0,229960,190,1,,Transporter8,Vehicle3580,Transferred,33440.0,14500.0,4396.0,60.0,4336.0,,,,,,,,,
1901,91900302.0,229960,220,2,,Transporter8,Vehicle3580,Transferred,33440.0,14500.0,3410.0,0.0,3410.0,,,,,,,,,
1903,91900143.0,229960,190,3,,Transporter8,Vehicle3580,Transferred,33440.0,14500.0,8100.0,18.0,8082.0,,,,,,,,,
1982,91900871.0,229960,240,4,,Transporter8,Vehicle3580,Transferred,33440.0,14500.0,2134.0,0.0,2134.0,,,,,,,,,
1901,91900302.0,229960,220,5,,Transporter8,Vehicle3580,Transferred,33440.0,14500.0,900.0,6.0,894.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle3028,Transferred,29220.0,14100.0,15120.0,120.0,15000.0,,,,,,,,,
1902,91900146.0,229948,200,1,,Transporter8,Vehicle2115,Transferred,39020.0,15440.0,23580.0,0.0,23580.0,,,,,,,,,
1904,91900330.0,229901,230,1,,Transporter3,Vehicle1719,Transferred,30480.0,16280.0,14200.0,0.0,14200.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle407,Transferred,27540.0,15480.0,12060.0,0.0,12060.0,,,,,,,,,
1903,91900143.0,228169,300,1,,Transporter4,Vehicle427,Transferred,39240.0,15560.0,23680.0,0.0,23680.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter8,Vehicle2847,Transferred,39380.0,15760.0,23620.0,0.0,23620.0,,,,,,,,,
1903,91900143.0,229861,190,1,,Transporter14,Vehicle1423,Transferred,34460.0,16360.0,7890.0,0.0,7890.0,,,,,,,,,
1901,91900302.0,229861,220,2,,Transporter14,Vehicle1423,Transferred,34460.0,16360.0,10210.0,0.0,10210.0,,,,,,,,,
1906,91900170.0,230218,190,1,,Transporter2,Vehicle673,Transferred,40920.0,16860.0,24060.0,0.0,24060.0,,,,,,,,,
1903,91900143.0,229961,190,1,,Transporter8,Vehicle3581,Transferred,38240.0,14700.0,15085.0,152.0,14933.0,,,,,,,,,
1903,91900143.0,229961,190,2,,Transporter8,Vehicle3581,Transferred,38240.0,14700.0,4655.0,30.0,4625.0,,,,,,,,,
1904,91900330.0,229961,230,3,,Transporter8,Vehicle3581,Transferred,38240.0,14700.0,3000.0,0.0,3000.0,,,,,,,,,
1902,91900146.0,229961,200,4,,Transporter8,Vehicle3581,Transferred,38240.0,14700.0,800.0,20.0,780.0,,,,,,,,,
1903,91900143.0,229952,190,1,,Transporter8,Vehicle65,Transferred,39940.0,15720.0,24220.0,0.0,24220.0,,,,,,,,,
1903,91900143.0,229901,190,1,,Transporter3,Vehicle120,Transferred,28640.0,17100.0,11540.0,0.0,11540.0,,,,,,,,,
1906,91900170.0,230806,10,1,,Transporter2,Vehicle643,Transferred,29540.0,15600.0,13940.0,0.0,13940.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle3545,Transferred,18520.0,13580.0,4940.0,0.0,4940.0,,,,,,,,,
1903,91900143.0,229958,190,1,,Transporter8,Vehicle9,Transferred,29760.0,14360.0,15400.0,0.0,15400.0,,,,,,,,,
1903,91900143.0,229938,190,1,,Transporter8,Vehicle2766,Transferred,35580.0,13500.0,22080.0,0.0,22080.0,,,,,,,,,
1903,91900143.0,229933,190,1,,Transporter6,Vehicle552,Transferred,29340.0,14940.0,300.0,60.0,240.0,,,,,,,,,
1903,91900143.0,229933,190,2,,Transporter6,Vehicle552,Transferred,29340.0,14940.0,14100.0,0.0,14100.0,,,,,,,,,
1902,91900146.0,228169,280,1,,Transporter8,Vehicle1893,Transferred,34300.0,15340.0,14760.0,0.0,14760.0,,,,,,,,,
1903,91900143.0,228169,300,2,,Transporter8,Vehicle1893,Transferred,34300.0,15340.0,4200.0,80.0,4120.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle8,Transferred,32740.0,14880.0,10860.0,0.0,10860.0,,,,,,,,,
1901,91900302.0,229863,220,2,,Transporter6,Vehicle8,Transferred,32740.0,14880.0,3100.0,0.0,3100.0,,,,,,,,,
1982,91900871.0,229863,240,3,,Transporter6,Vehicle8,Transferred,32740.0,14880.0,3900.0,0.0,3900.0,,,,,,,,,
1903,91900143.0,229961,190,1,,Transporter8,Vehicle3582,Transferred,29860.0,14980.0,14880.0,210.0,14670.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle1882,Transferred,36000.0,15160.0,18750.0,0.0,18750.0,,,,,,,,,
1902,91900146.0,229928,200,2,,Transporter8,Vehicle1882,Transferred,36000.0,15160.0,200.0,0.0,200.0,,,,,,,,,
1905,91900160.0,229928,210,3,,Transporter8,Vehicle1882,Transferred,36000.0,15160.0,350.0,0.0,350.0,,,,,,,,,
1901,91900302.0,229928,220,4,,Transporter8,Vehicle1882,Transferred,36000.0,15160.0,540.0,0.0,540.0,,,,,,,,,
1904,91900330.0,229928,230,5,,Transporter8,Vehicle1882,Transferred,36000.0,15160.0,1000.0,0.0,1000.0,,,,,,,,,
1906,91900170.0,230218,190,1,,Transporter2,Vehicle2083,Transferred,41000.0,16180.0,12780.0,0.0,12780.0,,,,,,,,,
1906,91900170.0,230218,200,2,,Transporter2,Vehicle2083,Transferred,41000.0,16180.0,12040.0,0.0,12040.0,,,,,,,,,
1903,91900143.0,229863,190,1,,Transporter6,Vehicle2078,Transferred,26200.0,16340.0,9860.0,0.0,9860.0,,,,,,,,,
1901,91900302.0,229901,220,1,,Transporter3,Vehicle730,Transferred,39640.0,24280.0,15360.0,0.0,15360.0,,,,,,,,,
1906,91900170.0,230804,10,1,,Transporter8,Vehicle2960,Transferred,19220.0,12980.0,6240.0,0.0,6240.0,,,,,,,,,
1903,91900143.0,229941,190,1,,Transporter8,Vehicle1883,Transferred,35260.0,14920.0,2912.0,44.0,2868.0,,,,,,,,,
1901,91900302.0,229941,220,2,,Transporter8,Vehicle1883,Transferred,35260.0,14920.0,14908.0,180.0,14728.0,,,,,,,,,
1901,91900302.0,229941,220,3,,Transporter8,Vehicle1883,Transferred,35260.0,14920.0,2520.0,60.0,2460.0,,,,,,,,,
1903,91900143.0,229936,190,1,,Transporter10,Vehicle2959,Transferred,37100.0,15660.0,21440.0,200.0,21240.0,,,,,,,,,
1903,91900143.0,229956,190,1,,Transporter8,Vehicle2989,Transferred,29660.0,14420.0,15240.0,120.0,15120.0,,,,,,,,,
1903,91900143.0,229928,190,1,,Transporter8,Vehicle3549,Transferred,18680.0,13440.0,5240.0,0.0,5240.0,,,,,,,,,
1906,91900170.0,230218,190,1,,Transporter2,Vehicle93,Transferred,41700.0,16300.0,25400.0,0.0,25400.0,,,,,,,,,
1903,91900143.0,231061,10,2,,Transporter8,Vehicle3560,Transferred,36500.0,14960.0,21540.0,400.0,21140.0,,,,,,,,,
1909,91900152.0,229842,270,1,,Transporter8,Vehicle2382,Transferred,40600.0,15980.0,24620.0,0.0,24620.0,,,,,,,,,
1903,91900143.0,229863,250,1,,Transporter6,Vehicle8,Transferred,31240.0,14980.0,14170.0,54.0,14116.0,,,,,,,,,
1901,91900302.0,229863,280,2,,Transporter6,Vehicle8,Transferred,31240.0,14980.0,2090.0,0.0,2090.0,,,,,,,,,
1909,91900152.0,229842,270,1,,Transporter8,Vehicle2434,Transferred,40920.0,16060.0,24860.0,0.0,24860.0,,,,,,,,,
1902,91900146.0,229901,260,1,,Transporter3,Vehicle120,Transferred,21780.0,15820.0,5960.0,0.0,5960.0,,,,,,,,,
1903,91900143.0,229940,250,1,,Transporter6,Vehicle3243,Transferred,39140.0,15700.0,23440.0,880.0,22560.0,,,,,,,,,
1903,91900143.0,229956,250,1,,Transporter8,Vehicle3522,Transferred,30920.0,15920.0,15000.0,120.0,14880.0,,,,,,,,,
1903,91900143.0,229948,250,1,,Transporter8,Vehicle3376,Transferred,34560.0,14840.0,19720.0,180.0,19540.0,,,,,,,,,
1903,91900143.0,229948,250,1,,Transporter8,Vehicle1660,Transferred,35500.0,17080.0,18420.0,0.0,18420.0,,,,,,,,,
1903,91900143.0,229901,250,1,,Transporter3,Vehicle120,Transferred,27580.0,17440.0,10140.0,0.0,10140.0,,,,,,,,,
1903,91900143.0,229954,250,1,,Transporter8,Vehicle3583,Transferred,40460.0,15840.0,3000.0,0.0,3000.0,,,,,,,,,
1903,91900143.0,229954,250,2,,Transporter8,Vehicle3583,Transferred,40460.0,15840.0,21620.0,240.0,21380.0,,,,,,,,,
1903,91900143.0,229943,250,1,,Transporter8,Vehicle3486,Transferred,24860.0,15060.0,3500.0,60.0,3440.0,,,,,,,,,
1903,91900143.0,229943,250,2,,Transporter8,Vehicle3486,Transferred,24860.0,15060.0,6300.0,190.0,6110.0,,,,,,,,,
1909,91900152.0,229842,270,1,,Transporter8,Vehicle2510,Transferred,40740.0,16020.0,24720.0,0.0,24720.0,,,,,,,,,
1902,91900146.0,228169,310,1,,Transporter8,Vehicle3503,Transferred,32020.0,16020.0,11400.0,120.0,11280.0,,,,,,,,,
1903,91900143.0,228169,330,2,,Transporter8,Vehicle3503,Transferred,32020.0,16020.0,4600.0,80.0,4520.0,,,,,,,,,
